Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
OTHER,8,HYUNDAI,SILVER,Alloy,95350,MEDIUM,1848,4130,1
ADESA,3,DODGE,BLACK,NULL,48898,MEDIUMSUV,9926,14152,1
MANHEIM,2,CHEVROLET,BLACK,Covers,83521,LARGE,7893,11765,0
ADESA,5,FORD,SILVER,Covers,61145,COMPACT,3483,6873,0
MANHEIM,5,FORD,BLACK,Alloy,89510,MEDIUM,2772,3494,0
OTHER,2,CHEVROLET,SILVER,Covers,71351,LARGE,7682,8797,0
ADESA,4,KIA,GREY,Alloy,57801,MEDIUMSUV,7333,11726,0
ADESA,5,CHEVROLET,WHITE,Alloy,92176,MEDIUMSUV,6712,7749,0
MANHEIM,6,PONTIAC,RED,Covers,79482,MEDIUM,4813,8709,1
ADESA,3,CHEVROLET,SILVER,Covers,41441,MEDIUM,5802,6766,0
ADESA,3,CHEVROLET,GREY,Covers,77519,VAN,7838,11454,0
ADESA,4,KIA,WHITE,Alloy,39665,MEDIUM,4432,7624,0
OTHER,4,SATURN,MAROON,NULL,62833,MEDIUM,4964,8228,1
MANHEIM,2,CHEVROLET,SILVER,Alloy,56218,MEDIUM,6755,7795,0
MANHEIM,7,FORD,SILVER,Covers,92287,SMALLSUV,4642,8346,1
ADESA,3,PONTIAC,SILVER,Covers,73590,VAN,0,0,1
MANHEIM,7,CHRYSLER,BLUE,Alloy,62294,MEDIUM,3776,6812,0
ADESA,3,DODGE,SILVER,Covers,65235,MEDIUM,0,0,0
ADESA,4,FORD,MAROON,Covers,65788,MEDIUM,3706,4502,0
MANHEIM,7,FORD,WHITE,Alloy,14961,LARGETRUCK,0,0,1
OTHER,4,CHEVROLET,WHITE,Covers,70769,LARGE,4719,5597,0
ADESA,4,SATURN,BLACK,Alloy,46594,MEDIUM,5022,8490,0
ADESA,7,MERCURY,GREY,Alloy,61603,MEDIUM,3040,5678,0
MANHEIM,4,CHRYSLER,BLUE,Alloy,70130,MEDIUM,4960,8874,1
MANHEIM,3,CHRYSLER,BLUE,Covers,66060,MEDIUM,5598,6546,0
MANHEIM,5,CHRYSLER,PURPLE,Alloy,87928,MEDIUM,3332,4099,1
MANHEIM,3,CHRYSLER,SILVER,Alloy,49003,MEDIUM,9031,12608,1
ADESA,3,FORD,BLACK,Covers,62128,MEDIUM,7346,8434,0
MANHEIM,4,SATURN,GOLD,Covers,65196,MEDIUM,4954,8428,1
MANHEIM,2,DODGE,SILVER,Covers,45830,MEDIUM,9008,12554,0
ADESA,6,FORD,BLUE,NULL,85089,MEDIUMSUV,6503,10124,1
MANHEIM,2,KIA,BLUE,Covers,48783,MEDIUM,7062,10781,0
OTHER,4,NISSAN,GREY,Covers,88371,MEDIUM,9084,12378,0
ADESA,5,DODGE,RED,NULL,65282,MEDIUM,3089,3836,1
ADESA,3,CHEVROLET,WHITE,Covers,72846,MEDIUMSUV,7293,8376,0
OTHER,3,SCION,PURPLE,Covers,74184,MEDIUM,8632,9823,0
ADESA,4,DODGE,WHITE,NULL,70965,COMPACT,3766,4567,1
OTHER,7,BUICK,WHITE,NULL,85266,MEDIUMSUV,3792,7461,1
MANHEIM,5,CHEVROLET,WHITE,Covers,76489,LARGETRUCK,6588,7615,0
MANHEIM,3,PONTIAC,RED,Alloy,63746,MEDIUM,9013,12702,1
OTHER,2,CHRYSLER,BLUE,Special,84873,SPECIALTY,14048,18011,0
OTHER,4,FORD,GREY,Alloy,74073,MEDIUMSUV,6702,7738,1
MANHEIM,7,PONTIAC,SILVER,NULL,91688,LARGE,2053,2717,1
ADESA,7,DODGE,BLUE,Covers,49883,VAN,3487,6356,0
OTHER,5,CHEVROLET,BLUE,Covers,89108,MEDIUM,4724,8072,1
OTHER,4,KIA,BLACK,Alloy,60890,MEDIUMSUV,5707,6664,1
MANHEIM,3,KIA,SILVER,Covers,62027,MEDIUM,0,0,1
OTHER,4,CHEVROLET,WHITE,Alloy,65012,MEDIUM,5839,9569,0
ADESA,5,MITSUBISHI,SILVER,Alloy,73394,MEDIUM,4347,7603,0
ADESA,4,FORD,RED,Alloy,78659,COMPACT,4343,5190,1
MANHEIM,6,KIA,GOLD,Alloy,83287,MEDIUMSUV,5700,10377,1
MANHEIM,5,MAZDA,ORANGE,Alloy,81706,MEDIUM,6053,9592,1
ADESA,3,TOYOTA,SILVER,NULL,71891,MEDIUM,10169,14035,1
OTHER,2,HONDA,BLUE,Covers,51894,COMPACT,10646,15086,1
ADESA,4,CHRYSLER,BLUE,Covers,65335,MEDIUM,4626,7978,0
MANHEIM,3,KIA,BLUE,Covers,36842,MEDIUM,6335,9781,0
MANHEIM,5,CHEVROLET,BLUE,Alloy,53028,COMPACT,3161,3914,1
MANHEIM,6,SATURN,MAROON,Alloy,82268,MEDIUM,4159,7121,1
MANHEIM,8,SATURN,SILVER,Covers,77137,MEDIUM,1940,4253,1
MANHEIM,5,CHEVROLET,RED,Alloy,82139,LARGETRUCK,4692,5567,0
MANHEIM,3,DODGE,WHITE,Covers,73146,MEDIUM,5480,6418,0
OTHER,2,CHEVROLET,BLUE,Covers,88682,VAN,0,0,0
ADESA,3,DODGE,WHITE,NULL,66306,MEDIUM,4484,5343,1
MANHEIM,4,NISSAN,RED,Covers,61224,MEDIUM,8748,12146,1
MANHEIM,6,CHEVROLET,GOLD,Covers,97823,MEDIUM,2351,3039,1
MANHEIM,4,FORD,SILVER,Covers,63186,COMPACT,4542,8021,1
MANHEIM,6,FORD,BROWN,Alloy,76660,MEDIUMSUV,6641,9905,0
ADESA,5,PONTIAC,SILVER,Covers,67756,MEDIUM,4663,7830,0
OTHER,6,PONTIAC,WHITE,Covers,71737,COMPACT,2684,3399,1
OTHER,5,FORD,BLACK,Alloy,68474,SMALLSUV,6029,9875,0
ADESA,3,DODGE,WHITE,Covers,66936,VAN,9173,10407,1
ADESA,6,KIA,SILVER,NULL,75899,MEDIUM,3082,6130,1
MANHEIM,3,CHEVROLET,RED,Covers,72694,COMPACT,5247,8506,0
MANHEIM,8,MERCURY,WHITE,Covers,89611,MEDIUM,2011,4698,1
ADESA,6,OLDSMOBILE,GOLD,Alloy,88328,MEDIUM,3535,4318,1
MANHEIM,2,HYUNDAI,WHITE,Alloy,58783,MEDIUM,9681,10955,0
ADESA,6,FORD,RED,NULL,91725,LARGESUV,7120,11007,1
OTHER,3,CHEVROLET,WHITE,Covers,91803,LARGE,7884,11729,0
ADESA,4,SUZUKI,BLUE,NULL,60325,MEDIUM,3522,4304,1
MANHEIM,3,CHEVROLET,BLUE,Covers,81059,LARGE,7972,11236,0
MANHEIM,5,CHEVROLET,SILVER,Alloy,50578,MEDIUMSUV,6197,7193,0
MANHEIM,4,MITSUBISHI,SILVER,Alloy,72204,MEDIUMSUV,10641,11992,0
OTHER,3,CHEVROLET,WHITE,Alloy,67149,LARGE,7753,8873,0
MANHEIM,7,CHEVROLET,BLACK,Special,78666,LARGE,3695,6768,1
MANHEIM,4,CHRYSLER,BLUE,Covers,45174,MEDIUM,4367,5216,0
MANHEIM,3,KIA,SILVER,NULL,73875,MEDIUMSUV,8626,12816,1
ADESA,5,FORD,RED,Covers,83144,COMPACT,3824,7267,1
MANHEIM,2,CHEVROLET,GREY,Covers,70318,LARGE,8055,11766,0
MANHEIM,5,KIA,SILVER,Alloy,70474,MEDIUMSUV,4240,5079,1
MANHEIM,5,CHRYSLER,SILVER,Alloy,53517,MEDIUM,5421,9182,1
ADESA,3,PONTIAC,SILVER,Alloy,72126,VAN,8406,9578,1
MANHEIM,5,SATURN,MAROON,Alloy,93074,MEDIUM,4063,4888,1
ADESA,4,SATURN,GREY,Covers,58024,MEDIUM,4918,8421,0
ADESA,1,SCION,SILVER,Covers,61019,MEDIUM,13151,14703,0
MANHEIM,6,HONDA,SILVER,Alloy,64949,MEDIUM,7398,10458,1
OTHER,3,NISSAN,BROWN,Covers,88790,MEDIUM,9357,10606,0
ADESA,4,KIA,WHITE,Alloy,51297,MEDIUM,4440,7821,1
MANHEIM,4,DODGE,RED,Alloy,73200,LARGETRUCK,3865,8762,0
ADESA,4,CHEVROLET,SILVER,NULL,59063,MEDIUM,4270,5112,1
MANHEIM,5,CHRYSLER,BLUE,Alloy,78883,MEDIUM,3487,4266,1
OTHER,2,DODGE,RED,NULL,45383,MEDIUM,7811,11114,1
ADESA,7,JEEP,BLUE,Alloy,89879,SMALLSUV,3640,4431,0
OTHER,8,CHEVROLET,GREEN,Covers,57884,VAN,3311,6216,0
MANHEIM,1,DODGE,BLACK,Covers,51515,MEDIUM,7257,8338,0
OTHER,4,CHRYSLER,GREY,Alloy,86927,MEDIUM,4582,8119,0
ADESA,6,FORD,RED,Alloy,88642,MEDIUMSUV,6659,7692,1
OTHER,4,FORD,SILVER,NULL,85837,MEDIUM,3770,4572,1
ADESA,5,FORD,GREEN,Alloy,77686,LARGETRUCK,0,0,1
MANHEIM,4,FORD,WHITE,Covers,84458,LARGESUV,0,0,1
MANHEIM,5,DODGE,WHITE,Alloy,67287,COMPACT,3080,6067,0
MANHEIM,3,CHEVROLET,RED,Covers,47294,COMPACT,5582,9041,1
MANHEIM,9,FORD,GREY,Alloy,92937,MEDIUM,1559,3556,0
MANHEIM,4,GMC,WHITE,Alloy,85024,MEDIUMSUV,8313,9478,0
MANHEIM,4,CHEVROLET,SILVER,Covers,88462,VAN,8211,9368,1
MANHEIM,8,CHEVROLET,GREY,Alloy,84642,LARGETRUCK,5937,10306,0
MANHEIM,5,SATURN,GREY,Covers,82858,MEDIUM,4126,4956,0
MANHEIM,3,DODGE,SILVER,Covers,57552,MEDIUM,6435,9820,0
MANHEIM,5,BUICK,WHITE,Covers,69691,MEDIUMSUV,7819,11636,0
MANHEIM,3,CHRYSLER,RED,Alloy,51481,MEDIUM,6196,7192,0
MANHEIM,7,FORD,SILVER,Covers,66319,COMPACT,2423,5993,1
MANHEIM,2,HYUNDAI,WHITE,Covers,85186,MEDIUM,9263,12467,0
OTHER,3,FORD,SILVER,Covers,57864,MEDIUM,5388,6319,0
ADESA,8,CHEVROLET,BLUE,Alloy,78504,SMALLSUV,1845,2493,0
ADESA,5,NISSAN,GREY,NULL,72961,MEDIUMSUV,8258,9419,1
MANHEIM,5,HYUNDAI,MAROON,Alloy,83615,MEDIUMSUV,4967,5864,1
MANHEIM,3,FORD,WHITE,Alloy,80116,LARGE,8715,12580,0
MANHEIM,3,FORD,MAROON,Covers,81845,COMPACT,9219,12266,0
MANHEIM,6,CHRYSLER,SILVER,Alloy,82257,VAN,4439,5294,1
ADESA,7,CHEVROLET,WHITE,Alloy,82699,MEDIUMSUV,5027,8505,1
ADESA,7,CHRYSLER,BLUE,Covers,76460,MEDIUM,1524,2146,0
ADESA,3,CHEVROLET,GOLD,NULL,72233,MEDIUMSUV,8968,10185,1
MANHEIM,2,CHEVROLET,GREY,Covers,74859,MEDIUM,6522,10350,0
MANHEIM,3,DODGE,BLUE,NULL,84150,VAN,6166,10856,1
MANHEIM,4,NISSAN,SILVER,NULL,51622,MEDIUM,6621,7651,1
MANHEIM,6,DODGE,WHITE,Covers,75008,MEDIUM,2397,5534,0
OTHER,5,KIA,WHITE,Covers,65167,MEDIUM,3769,6999,0
ADESA,5,FORD,GREY,Alloy,69728,LARGE,5866,10255,1
ADESA,3,TOYOTA,WHITE,Covers,87958,MEDIUM,11239,12638,0
ADESA,3,CHEVROLET,RED,Covers,16545,COMPACT,4801,5685,1
OTHER,6,DODGE,GREY,Alloy,59990,LARGETRUCK,5290,6213,1
MANHEIM,4,CHRYSLER,BLUE,Alloy,80742,MEDIUM,5080,8406,0
MANHEIM,7,FORD,WHITE,Alloy,81364,LARGETRUCK,4102,7718,1
MANHEIM,6,SATURN,WHITE,Covers,82094,MEDIUM,3332,4099,0
OTHER,3,CHEVROLET,BLACK,Covers,74125,MEDIUM,6800,10813,0
MANHEIM,4,CHRYSLER,GREY,Alloy,46146,MEDIUM,5805,9861,0
MANHEIM,4,CHEVROLET,GOLD,Covers,86445,MEDIUM,6583,10122,1
ADESA,2,CHRYSLER,GREY,NULL,58726,MEDIUM,7183,10256,1
OTHER,2,DODGE,SILVER,Covers,83230,MEDIUM,7628,11358,1
MANHEIM,6,HYUNDAI,SILVER,Covers,75635,COMPACT,1631,4423,0
MANHEIM,4,FORD,GREEN,Alloy,79491,VAN,5178,9093,0
MANHEIM,4,CHEVROLET,GOLD,Covers,78325,LARGE,4079,7088,0
MANHEIM,4,CHRYSLER,SILVER,Alloy,69090,MEDIUM,4918,8642,0
ADESA,5,CHRYSLER,RED,Alloy,60540,MEDIUM,4525,8692,0
MANHEIM,3,CHEVROLET,GREY,Covers,82734,LARGE,7366,10585,0
OTHER,1,CHRYSLER,RED,NULL,46502,MEDIUM,7960,9097,1
OTHER,5,BUICK,WHITE,Alloy,79982,MEDIUMSUV,7659,8772,0
ADESA,5,FORD,BLUE,Alloy,91311,LARGESUV,9885,14795,1
ADESA,4,KIA,SILVER,Alloy,39416,MEDIUM,3496,4276,0
ADESA,3,MITSUBISHI,BLACK,Alloy,36388,MEDIUM,5503,9347,0
MANHEIM,5,GMC,SILVER,Alloy,75980,LARGESUV,8713,9910,0
ADESA,5,CHRYSLER,BLACK,Alloy,89697,MEDIUM,5125,8481,1
MANHEIM,3,VOLKSWAGEN,SILVER,Covers,62642,SPECIALTY,9526,13725,1
MANHEIM,5,CHRYSLER,SILVER,Covers,79573,VAN,4865,7714,0
ADESA,6,LINCOLN,SILVER,NULL,44401,MEDIUMSUV,8155,9307,1
OTHER,2,KIA,SILVER,Alloy,49633,CROSSOVER,7382,8473,0
OTHER,6,CHEVROLET,GREEN,Alloy,83229,MEDIUMSUV,5296,9133,1
OTHER,2,FORD,BLACK,Alloy,86497,LARGE,8529,9711,1
MANHEIM,3,CHRYSLER,SILVER,Covers,67991,MEDIUM,0,0,0
OTHER,6,MITSUBISHI,BLUE,Covers,87564,MEDIUM,3893,7459,1
OTHER,3,DODGE,ORANGE,Covers,44985,MEDIUM,5812,9845,0
MANHEIM,3,CHEVROLET,SILVER,Covers,68262,COMPACT,4810,5695,0
MANHEIM,9,FORD,SILVER,Covers,99162,VAN,2078,4920,1
ADESA,3,CHEVROLET,GOLD,Covers,64029,COMPACT,4824,5710,1
OTHER,3,PONTIAC,BLUE,Alloy,64960,LARGE,6984,8043,1
ADESA,4,PONTIAC,WHITE,NULL,90053,LARGE,6475,10011,1
OTHER,3,FORD,RED,Covers,79747,SMALLSUV,8194,12724,0
MANHEIM,5,FORD,SILVER,Alloy,76460,SMALLSUV,4428,5282,0
MANHEIM,1,CHEVROLET,SILVER,Alloy,74850,VAN,12018,13479,0
ADESA,5,FORD,SILVER,Alloy,59679,COMPACT,3455,6846,0
MANHEIM,7,FORD,RED,Alloy,99994,SMALLTRUCK,0,0,1
OTHER,3,FORD,WHITE,Alloy,73554,COMPACT,6158,9546,1
ADESA,5,PONTIAC,BLUE,Alloy,85697,VAN,4761,8650,1
ADESA,4,CHEVROLET,GREY,Covers,64975,LARGE,4875,5765,0
MANHEIM,3,CHRYSLER,SILVER,Alloy,60770,MEDIUM,9989,13604,1
MANHEIM,3,FORD,GREEN,Alloy,75162,SMALLSUV,7566,8671,0
ADESA,3,CHEVROLET,SILVER,Covers,53381,COMPACT,4810,5695,0
MANHEIM,3,CHEVROLET,SILVER,Covers,95816,COMPACT,6540,10022,1
ADESA,5,CHEVROLET,BLACK,Alloy,59015,MEDIUM,4808,7638,0
ADESA,7,OLDSMOBILE,RED,NULL,82942,MEDIUM,2757,5508,1
MANHEIM,3,KIA,BLACK,Alloy,50914,CROSSOVER,8114,11873,0
MANHEIM,6,CHEVROLET,BROWN,Alloy,74583,LARGESUV,9366,13454,1
MANHEIM,5,DODGE,WHITE,Alloy,68992,MEDIUM,5151,8481,1
OTHER,4,CHRYSLER,BLUE,Covers,51247,MEDIUM,5132,8577,0
MANHEIM,4,DODGE,RED,Alloy,59572,COMPACT,3116,3865,1
OTHER,7,GMC,RED,Alloy,88524,LARGETRUCK,6010,9672,1
MANHEIM,3,CHRYSLER,BLACK,Covers,67441,MEDIUM,6953,10350,1
MANHEIM,4,HONDA,SILVER,Covers,71167,MEDIUM,7516,10969,0
MANHEIM,6,CHEVROLET,WHITE,Alloy,81493,LARGE,5922,9736,1
OTHER,4,CHRYSLER,BLUE,NULL,81801,MEDIUM,3850,7035,1
MANHEIM,6,KIA,MAROON,Alloy,87417,MEDIUMSUV,5583,9305,1
OTHER,3,KIA,GOLD,NULL,65213,MEDIUM,5010,5911,1
MANHEIM,5,MAZDA,BLUE,Alloy,86073,MEDIUM,7087,10512,0
MANHEIM,3,CHEVROLET,WHITE,Covers,77634,LARGE,8042,11701,0
OTHER,5,FORD,WHITE,Alloy,74338,LARGESUV,10781,12143,0
ADESA,6,INFINITI,BLUE,NULL,76962,SPECIALTY,8216,9373,1
ADESA,7,CHRYSLER,SILVER,Covers,67849,VAN,3008,3749,0
MANHEIM,2,CHEVROLET,GOLD,Covers,67828,MEDIUM,6547,7571,0
OTHER,4,DODGE,MAROON,NULL,89404,LARGETRUCK,11386,16098,1
OTHER,1,CHRYSLER,BLACK,Covers,53697,MEDIUM,8337,9504,0
ADESA,3,FORD,RED,NULL,66571,MEDIUM,4495,5355,1
ADESA,4,CHEVROLET,GOLD,NULL,72557,LARGE,4573,5439,1
MANHEIM,5,FORD,GOLD,Alloy,62264,MEDIUM,2790,6054,1
ADESA,4,FORD,BLACK,Covers,58749,COMPACT,3668,4461,0
ADESA,5,SATURN,GREEN,Alloy,59089,MEDIUM,4051,4875,1
OTHER,8,NISSAN,GOLD,NULL,87195,LARGE,3879,4689,1
OTHER,4,SATURN,GREY,NULL,56537,MEDIUM,4872,8146,1
OTHER,3,PONTIAC,BLUE,NULL,78448,LARGE,6699,7735,1
MANHEIM,5,FORD,GREEN,Alloy,87349,MEDIUM,3604,6798,1
MANHEIM,4,PONTIAC,BLUE,Alloy,89759,LARGE,6185,9826,0
ADESA,4,CHRYSLER,GREY,Alloy,86250,CROSSOVER,7991,12322,0
ADESA,9,MAZDA,GREEN,Covers,99973,COMPACT,2027,5848,1
MANHEIM,3,CHRYSLER,RED,Covers,61070,MEDIUM,7711,11283,0
MANHEIM,3,FORD,WHITE,Covers,44881,MEDIUM,5304,6228,1
MANHEIM,7,CHEVROLET,SILVER,Covers,97600,VAN,1752,5417,1
MANHEIM,5,FORD,BLUE,NULL,75427,LARGETRUCK,8388,9559,1
MANHEIM,5,HYUNDAI,SILVER,Covers,78551,MEDIUM,3696,6710,1
MANHEIM,5,FORD,RED,Alloy,72198,SPORTS,5690,6645,1
ADESA,4,CHRYSLER,BLUE,NULL,65535,MEDIUM,4450,8099,1
MANHEIM,3,CHRYSLER,BLACK,Covers,58665,MEDIUM,5406,8958,0
MANHEIM,3,KIA,RED,Covers,74626,MEDIUM,7049,10391,0
MANHEIM,3,JEEP,BLACK,Alloy,55452,LARGESUV,17229,19107,1
MANHEIM,5,NISSAN,BLUE,Alloy,77123,LARGE,7979,9117,1
ADESA,2,CHEVROLET,BLACK,NULL,70175,LARGE,7907,12482,1
OTHER,4,CHEVROLET,BLACK,Covers,64628,LARGE,4573,5439,1
MANHEIM,5,MAZDA,BLUE,Alloy,83527,MEDIUM,7401,8493,1
MANHEIM,6,FORD,SILVER,Alloy,81647,LARGETRUCK,10600,15209,1
ADESA,6,NISSAN,BLUE,Alloy,77014,MEDIUM,4556,5420,0
OTHER,5,FORD,GREEN,NULL,97947,LARGETRUCK,11325,17704,1
MANHEIM,3,HONDA,RED,Alloy,64768,MEDIUM,11538,15966,0
OTHER,9,CHRYSLER,SILVER,NULL,87837,LARGE,2192,5215,1
ADESA,1,CHEVROLET,GREY,Covers,78855,MEDIUM,9995,13663,0
MANHEIM,4,HONDA,GREY,Alloy,84264,MEDIUM,10814,15037,0
MANHEIM,3,CHEVROLET,GOLD,Covers,59861,VAN,8671,9865,1
OTHER,4,SUZUKI,MAROON,NULL,67376,MEDIUM,4327,7272,1
MANHEIM,8,CHEVROLET,RED,NULL,78283,VAN,2828,3554,1
OTHER,5,CHRYSLER,RED,Alloy,64098,MEDIUM,3858,4667,1
MANHEIM,4,DODGE,BLUE,Alloy,78555,SMALLTRUCK,8282,12532,1
OTHER,6,SATURN,SILVER,Covers,62541,MEDIUMSUV,3142,3893,1
MANHEIM,4,CHEVROLET,WHITE,Covers,68500,LARGE,4573,5439,0
MANHEIM,4,FORD,BLACK,Alloy,85686,LARGE,6661,10144,0
OTHER,4,CHEVROLET,BLUE,Covers,61529,MEDIUM,7131,10244,1
ADESA,3,SATURN,SILVER,Covers,53366,MEDIUM,6071,7057,1
MANHEIM,5,MAZDA,BLUE,Alloy,73004,MEDIUM,7090,8157,1
OTHER,7,CHRYSLER,BLUE,Covers,95933,MEDIUM,2667,3380,1
OTHER,4,FORD,GOLD,NULL,72463,CROSSOVER,7102,11238,1
ADESA,2,CHEVROLET,BLACK,Covers,83121,LARGE,8629,12277,0
MANHEIM,4,DODGE,SILVER,Alloy,70464,MEDIUM,3595,4383,0
MANHEIM,5,VOLKSWAGEN,BLACK,Covers,65513,COMPACT,5401,6333,0
ADESA,2,DODGE,BLACK,Covers,79033,SPECIALTY,9861,13533,0
OTHER,5,CHRYSLER,BLUE,Alloy,81100,CROSSOVER,6196,7192,0
ADESA,4,DODGE,SILVER,Alloy,83015,COMPACT,3504,4284,1
OTHER,2,FORD,SILVER,NULL,77900,LARGE,8811,10016,1
MANHEIM,5,CHEVROLET,GREY,Alloy,88735,MEDIUMSUV,8040,11679,1
OTHER,3,CHRYSLER,GREY,Covers,81843,SPECIALTY,10393,14542,1
MANHEIM,6,FORD,NOTAVAIL,NULL,78469,MEDIUMSUV,9474,13613,0
OTHER,4,CHEVROLET,BLUE,Covers,79961,VAN,6278,9970,1
OTHER,3,FORD,SILVER,Covers,81674,VAN,4818,8516,0
MANHEIM,5,CHRYSLER,PURPLE,Alloy,85537,MEDIUM,5909,9181,1
OTHER,2,MINI,YELLOW,Alloy,46813,COMPACT,12466,17195,1
MANHEIM,1,DODGE,GREY,Covers,77713,SPECIALTY,11266,12667,0
OTHER,5,HYUNDAI,RED,NULL,51506,COMPACT,2587,3294,1
MANHEIM,5,PONTIAC,ORANGE,Alloy,86712,LARGE,4997,8440,0
OTHER,6,PONTIAC,WHITE,Alloy,74850,MEDIUM,2389,3080,1
OTHER,5,FORD,GREY,Alloy,81593,MEDIUMSUV,7199,11201,0
MANHEIM,6,NISSAN,SILVER,Alloy,71658,LARGETRUCK,9694,13569,1
ADESA,4,CHEVROLET,WHITE,Alloy,85346,MEDIUMSUV,8380,9550,0
OTHER,5,CHRYSLER,BLACK,Covers,96843,SPECIALTY,7864,11807,1
MANHEIM,5,CHEVROLET,GREEN,Alloy,75827,MEDIUMSUV,6568,7593,0
OTHER,1,CHEVROLET,BLACK,Alloy,82035,LARGE,9075,12943,0
MANHEIM,3,HYUNDAI,MAROON,Covers,47664,MEDIUM,8564,11735,0
ADESA,2,CHEVROLET,WHITE,Alloy,60354,LARGE,8014,9155,0
ADESA,3,PONTIAC,GREEN,Covers,79793,MEDIUM,8442,11601,0
ADESA,6,CHEVROLET,GREEN,NULL,63801,MEDIUM,2228,2906,1
MANHEIM,9,FORD,SILVER,Alloy,31242,VAN,2142,4777,1
MANHEIM,3,FORD,SILVER,Alloy,85395,SMALLSUV,10940,12315,1
MANHEIM,6,DODGE,GREY,Alloy,91533,MEDIUMSUV,8757,12792,0
MANHEIM,3,HONDA,SILVER,Covers,50506,MEDIUM,8559,12385,0
MANHEIM,3,DODGE,WHITE,Covers,88228,VAN,6689,10722,1
ADESA,3,PONTIAC,SILVER,Alloy,65559,LARGE,7029,8091,0
MANHEIM,9,TOYOTA,GREY,Alloy,75490,MEDIUMSUV,5452,7068,1
OTHER,5,FORD,GOLD,Alloy,97844,MEDIUM,3191,3946,0
MANHEIM,3,CHEVROLET,SILVER,Covers,55208,COMPACT,4945,8505,0
MANHEIM,3,CHEVROLET,SILVER,Covers,86216,LARGE,7693,11369,0
MANHEIM,3,CHRYSLER,BLACK,Alloy,90418,MEDIUMSUV,14288,18795,0
MANHEIM,7,FORD,GREY,Alloy,98188,COMPACT,2902,5933,1
MANHEIM,4,DODGE,RED,Special,60577,COMPACT,3327,4093,1
OTHER,3,CHEVROLET,GOLD,Covers,70318,LARGE,7575,11092,0
ADESA,3,FORD,BLACK,Alloy,74025,CROSSOVER,8040,9183,0
MANHEIM,2,CHEVROLET,WHITE,Alloy,74082,LARGE,7644,8756,0
MANHEIM,5,CHEVROLET,GREEN,Covers,81658,MEDIUM,4327,5173,0
ADESA,5,FORD,WHITE,Alloy,90181,MEDIUM,2959,3696,1
OTHER,9,JEEP,BLACK,Alloy,94509,MEDIUMSUV,0,0,1
MANHEIM,3,CHEVROLET,BLUE,Covers,78917,MEDIUM,7140,10463,0
ADESA,7,JEEP,WHITE,Alloy,87251,SMALLSUV,5693,8684,0
MANHEIM,4,MITSUBISHI,RED,Covers,69218,COMPACT,3509,4290,1
MANHEIM,2,CHEVROLET,MAROON,Alloy,94568,LARGE,8543,9726,0
ADESA,4,ACURA,BLACK,NULL,78627,SPECIALTY,13181,14735,1
ADESA,4,CHRYSLER,SILVER,NULL,72585,MEDIUM,4486,5345,1
OTHER,2,CHEVROLET,SILVER,Covers,73888,LARGE,7990,9129,0
MANHEIM,5,CADILLAC,SILVER,Alloy,72673,SPECIALTY,9853,11141,0
ADESA,4,DODGE,SILVER,NULL,76944,COMPACT,3081,6242,1
MANHEIM,5,MERCURY,BEIGE,NULL,71345,MEDIUMSUV,6606,11252,0
MANHEIM,6,SATURN,GREY,Covers,74805,MEDIUM,0,0,1
MANHEIM,3,CHEVROLET,WHITE,Covers,73282,VAN,8593,9780,1
OTHER,4,CHEVROLET,SILVER,Covers,78053,MEDIUM,5899,9615,0
MANHEIM,2,SATURN,SILVER,Covers,69322,MEDIUM,6711,7748,1
MANHEIM,4,DODGE,SILVER,Alloy,79900,VAN,8197,11811,0
MANHEIM,4,HYUNDAI,BLUE,Alloy,84488,MEDIUM,6228,9465,0
MANHEIM,7,MAZDA,BLUE,Alloy,85664,COMPACT,4117,4946,1
OTHER,6,MAZDA,GOLD,NULL,68529,COMPACT,2837,3564,1
MANHEIM,3,FORD,GOLD,Covers,70426,MEDIUM,4430,5284,1
MANHEIM,3,FORD,MAROON,Alloy,66866,LARGE,9660,10933,1
OTHER,2,CHEVROLET,BLACK,Covers,81721,LARGE,7440,8535,0
OTHER,6,MITSUBISHI,BLUE,Covers,49474,COMPACT,2910,5038,1
OTHER,5,NISSAN,GREEN,Covers,73107,VAN,7659,12044,1
ADESA,5,CHEVROLET,MAROON,Alloy,86575,MEDIUM,4196,7311,0
MANHEIM,4,CHEVROLET,BLACK,Covers,72484,LARGE,6547,10004,0
MANHEIM,5,FORD,RED,Covers,92024,VAN,4931,8801,0
MANHEIM,6,CHEVROLET,GREY,Alloy,57477,LARGE,4249,6678,1
OTHER,3,PONTIAC,WHITE,NULL,62300,MEDIUM,9598,13211,1
ADESA,5,CHEVROLET,WHITE,Covers,60554,LARGE,4690,7488,1
MANHEIM,5,KIA,SILVER,Alloy,53703,MEDIUMSUV,6793,10628,0
OTHER,7,BUICK,GOLD,Alloy,80932,MEDIUMSUV,4385,7696,0
MANHEIM,3,CHRYSLER,BLACK,Covers,51702,MEDIUM,5427,6361,0
MANHEIM,3,NISSAN,BLACK,Covers,70863,MEDIUM,12216,15890,1
OTHER,5,CHRYSLER,SILVER,NULL,72144,MEDIUM,4451,7794,1
MANHEIM,4,HYUNDAI,SILVER,Alloy,68896,MEDIUM,4879,8188,0
MANHEIM,5,NISSAN,BLACK,Covers,90885,MEDIUM,5421,8954,0
